dataset,label0,label1,count0,count1,samples,balance
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:279a16b20b199cc6757db7021808789b,275,448,723,0.61
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,03:a16d96e7b819297b552468f9510672ed,275,288,563,0.95
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,04:ef1b74fd347915aafcb268ad7d742e35,275,288,563,0.95
NCI1,04:3b80c0108e852671675976fa20f8eee6,02:d537dc70fd2b49cb161b3db97a789869,352,274,626,0.78
NCI1,01:306bba0232fc46dd395dfd3674efb043,02:0877eb02f0f6b63b9ae6b2717efc6229,326,274,600,0.84
NCI1,01:306bba0232fc46dd395dfd3674efb043,02:9680b973282dee8a1b353bacfcab9c5a,309,274,583,0.89
NCI1,03:598b75c84aa93acab28ebafaefe4b788,01:a4ef450f3f7518847ea88b96e055c223,361,274,635,0.76
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,01:0bb389b12346dc3a33bc96653224bb46,273,376,649,0.73
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:a4f8c3124c85be423f2528251aa89ead,273,320,593,0.85
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,01:0bb389b12346dc3a33bc96653224bb46,273,376,649,0.73
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:a4f8c3124c85be423f2528251aa89ead,273,320,593,0.85
NCI1,01:f446e3e32408de037845db27af118a33,02:fa26a863793df7ae37bc53bbd7d3b3bf,273,296,569,0.92
NCI1,01:f446e3e32408de037845db27af118a33,02:f2a52df187b02ea74a1bd48ecb5babf4,273,277,550,0.99
NCI1,01:f446e3e32408de037845db27af118a33,03:f25a7c3ac44b3449ca84eddfa918f847,273,277,550,0.99
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:5f89fa2ba56e0816109b7b7a701b667c,273,396,669,0.69
NCI1,03:598b75c84aa93acab28ebafaefe4b788,02:89ba7f08f7256493d6003652202319e3,273,283,556,0.96
NCI1,01:f446e3e32408de037845db27af118a33,03:a16d96e7b819297b552468f9510672ed,272,288,560,0.94
NCI1,01:f446e3e32408de037845db27af118a33,04:ef1b74fd347915aafcb268ad7d742e35,272,288,560,0.94
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:0877eb02f0f6b63b9ae6b2717efc6229,288,272,560,0.94
NCI1,01:f446e3e32408de037845db27af118a33,02:500c50e1451a93aa12d2b5bf78ad4aea,271,316,587,0.86
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:379f9030d2c3f1dc8b65fd57b4cc56b4,271,323,594,0.84
NCI1,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:85c8ff98fe896e8ac9b9f0cfc9de1657,270,1024,1294,0.26
NCI1,01:c65bbfae326767d26d5d4262b58dde8d,02:2e99422b38768f8e29b9aab1a215b455,383,270,653,0.70
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:0877eb02f0f6b63b9ae6b2717efc6229,275,270,545,0.98
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:2e99422b38768f8e29b9aab1a215b455,274,270,544,0.99
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:0877eb02f0f6b63b9ae6b2717efc6229,275,270,545,0.98
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:2e99422b38768f8e29b9aab1a215b455,274,270,544,0.99
NCI1,00:3,02:f2a52df187b02ea74a1bd48ecb5babf4,504,270,774,0.54
NCI1,00:3,03:f25a7c3ac44b3449ca84eddfa918f847,504,270,774,0.54
NCI1,01:306bba0232fc46dd395dfd3674efb043,02:2e99422b38768f8e29b9aab1a215b455,320,270,590,0.84
NCI1,01:306bba0232fc46dd395dfd3674efb043,02:fa26a863793df7ae37bc53bbd7d3b3bf,283,270,553,0.95
NCI1,01:306bba0232fc46dd395dfd3674efb043,02:d537dc70fd2b49cb161b3db97a789869,287,270,557,0.94
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:f2a52df187b02ea74a1bd48ecb5babf4,270,276,546,0.98
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,03:f25a7c3ac44b3449ca84eddfa918f847,270,276,546,0.98
NCI1,00:3,02:500c50e1451a93aa12d2b5bf78ad4aea,485,269,754,0.55
NCI1,02:7f51e80445ee77d92783b8ff94437cbc,01:0bb389b12346dc3a33bc96653224bb46,712,269,981,0.38
NCI1,01:f446e3e32408de037845db27af118a33,02:5f89fa2ba56e0816109b7b7a701b667c,269,401,670,0.67
NCI1,01:306bba0232fc46dd395dfd3674efb043,02:08d67943ef5ef0b5f7f87c3b78e6aef9,269,685,954,0.39
NCI1,00:3,02:d537dc70fd2b49cb161b3db97a789869,479,268,747,0.56
NCI1,01:f446e3e32408de037845db27af118a33,01:a4ef450f3f7518847ea88b96e055c223,268,353,621,0.76
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,03:a16d96e7b819297b552468f9510672ed,267,335,602,0.80
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,04:ef1b74fd347915aafcb268ad7d742e35,267,335,602,0.80
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:9680b973282dee8a1b353bacfcab9c5a,267,274,541,0.97
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,03:a16d96e7b819297b552468f9510672ed,267,335,602,0.80
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,04:ef1b74fd347915aafcb268ad7d742e35,267,335,602,0.80
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:9680b973282dee8a1b353bacfcab9c5a,267,274,541,0.97
NCI1,01:f446e3e32408de037845db27af118a33,02:9680b973282dee8a1b353bacfcab9c5a,266,266,532,1.00
NCI1,02:43cef32b18cc4c646b58ec18e9953f13,02:bbecb1f1073f446a1b89a34c3f6effab,1038,266,1304,0.26
NCI1,03:598b75c84aa93acab28ebafaefe4b788,02:2e99422b38768f8e29b9aab1a215b455,418,266,684,0.64
NCI1,04:3b80c0108e852671675976fa20f8eee6,02:f2a52df187b02ea74a1bd48ecb5babf4,354,265,619,0.75
NCI1,04:3b80c0108e852671675976fa20f8eee6,03:f25a7c3ac44b3449ca84eddfa918f847,354,265,619,0.75
NCI1,01:e4796f4cca7cb4d0f839dae3e9b85f3e,02:9680b973282dee8a1b353bacfcab9c5a,321,265,586,0.83
NCI1,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:a4f8c3124c85be423f2528251aa89ead,521,264,785,0.51
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:5f89fa2ba56e0816109b7b7a701b667c,264,453,717,0.58
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:6ab3dccfb7c78fd6724070fe4729a22a,264,381,645,0.69
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:5f89fa2ba56e0816109b7b7a701b667c,264,453,717,0.58
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:6ab3dccfb7c78fd6724070fe4729a22a,264,381,645,0.69
NCI1,00:3,02:0877eb02f0f6b63b9ae6b2717efc6229,528,264,792,0.50
NCI1,01:306bba0232fc46dd395dfd3674efb043,02:a355458c6a7cf7e453160375f1b55649,264,1022,1286,0.26
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:9680b973282dee8a1b353bacfcab9c5a,272,264,536,0.97
NCI1,03:598b75c84aa93acab28ebafaefe4b788,02:a4f8c3124c85be423f2528251aa89ead,405,264,669,0.65
NCI1,01:e4796f4cca7cb4d0f839dae3e9b85f3e,02:0877eb02f0f6b63b9ae6b2717efc6229,333,264,597,0.79
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:0dbb852f0053ac44de3103179cdb45d6,263,373,636,0.71
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:379f9030d2c3f1dc8b65fd57b4cc56b4,263,361,624,0.73
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:fa26a863793df7ae37bc53bbd7d3b3bf,263,291,554,0.90
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:0dbb852f0053ac44de3103179cdb45d6,263,373,636,0.71
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:379f9030d2c3f1dc8b65fd57b4cc56b4,263,361,624,0.73
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:fa26a863793df7ae37bc53bbd7d3b3bf,263,291,554,0.90
NCI1,01:dc17532c495527c57f92fd5e26993c9f,01:0bb389b12346dc3a33bc96653224bb46,772,263,1035,0.34
NCI1,01:c65bbfae326767d26d5d4262b58dde8d,02:f2a52df187b02ea74a1bd48ecb5babf4,361,262,623,0.73
NCI1,01:c65bbfae326767d26d5d4262b58dde8d,03:f25a7c3ac44b3449ca84eddfa918f847,361,262,623,0.73
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:9951bc9e3bf024ec6542563ceedc0415,262,434,696,0.60
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:9951bc9e3bf024ec6542563ceedc0415,262,434,696,0.60
NCI1,03:33d3c163bb6c0826264e988c50b678d1,02:0dbb852f0053ac44de3103179cdb45d6,699,262,961,0.37
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:354e6647d4a4f4080ce49df42f15223a,262,662,924,0.40
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:500c50e1451a93aa12d2b5bf78ad4aea,262,314,576,0.83
NCI1,01:e4796f4cca7cb4d0f839dae3e9b85f3e,02:d537dc70fd2b49cb161b3db97a789869,304,262,566,0.86
NCI1,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:6dbe4fa455c30b7a9625b42488515b1e,542,261,803,0.48
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:6dbe4fa455c30b7a9625b42488515b1e,261,314,575,0.83
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:6dbe4fa455c30b7a9625b42488515b1e,261,314,575,0.83
NCI1,04:3b80c0108e852671675976fa20f8eee6,02:fa26a863793df7ae37bc53bbd7d3b3bf,364,260,624,0.71
NCI1,01:f446e3e32408de037845db27af118a33,02:279a16b20b199cc6757db7021808789b,260,445,705,0.58
NCI1,01:f446e3e32408de037845db27af118a33,02:d537dc70fd2b49cb161b3db97a789869,260,285,545,0.91
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:89ba7f08f7256493d6003652202319e3,260,451,711,0.58
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,02:d537dc70fd2b49cb161b3db97a789869,260,285,545,0.91
NCI1,03:598b75c84aa93acab28ebafaefe4b788,02:279a16b20b199cc6757db7021808789b,309,260,569,0.84
NCI1,01:c65bbfae326767d26d5d4262b58dde8d,02:9680b973282dee8a1b353bacfcab9c5a,368,259,627,0.70
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:da942b9ec0bcf7117f328682fd90e171,259,307,566,0.84
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:da942b9ec0bcf7117f328682fd90e171,259,307,566,0.84
NCI1,01:f446e3e32408de037845db27af118a33,02:354e6647d4a4f4080ce49df42f15223a,259,668,927,0.39
NCI1,01:f446e3e32408de037845db27af118a33,02:379f9030d2c3f1dc8b65fd57b4cc56b4,259,320,579,0.81
NCI1,01:37cb61156a7e6a648e9474459ed96bb3,01:a4ef450f3f7518847ea88b96e055c223,259,351,610,0.74
NCI1,04:3b80c0108e852671675976fa20f8eee6,02:2e99422b38768f8e29b9aab1a215b455,378,257,635,0.68
NCI1,04:3b80c0108e852671675976fa20f8eee6,01:d989828e3ba6121ffbb18a77ef8520ea,257,707,964,0.36
NCI1,00:3,02:9680b973282dee8a1b353bacfcab9c5a,492,257,749,0.52
NCI1,01:306bba0232fc46dd395dfd3674efb043,02:f2a52df187b02ea74a1bd48ecb5babf4,313,257,570,0.82
NCI1,01:306bba0232fc46dd395dfd3674efb043,03:f25a7c3ac44b3449ca84eddfa918f847,313,257,570,0.82
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:500c50e1451a93aa12d2b5bf78ad4aea,256,317,573,0.81
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:500c50e1451a93aa12d2b5bf78ad4aea,256,317,573,0.81
NCI1,01:dc17532c495527c57f92fd5e26993c9f,02:0dbb852f0053ac44de3103179cdb45d6,748,256,1004,0.34
NCI1,02:7f51e80445ee77d92783b8ff94437cbc,02:0dbb852f0053ac44de3103179cdb45d6,688,256,944,0.37
NCI1,02:7f51e80445ee77d92783b8ff94437cbc,02:6dbe4fa455c30b7a9625b42488515b1e,663,256,919,0.39
NCI1,04:3b80c0108e852671675976fa20f8eee6,02:9680b973282dee8a1b353bacfcab9c5a,355,255,610,0.72
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:354e6647d4a4f4080ce49df42f15223a,255,718,973,0.36
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:354e6647d4a4f4080ce49df42f15223a,255,718,973,0.36
NCI1,01:dc17532c495527c57f92fd5e26993c9f,02:6dbe4fa455c30b7a9625b42488515b1e,724,255,979,0.35
NCI1,01:c65bbfae326767d26d5d4262b58dde8d,02:0877eb02f0f6b63b9ae6b2717efc6229,388,254,642,0.65
NCI1,04:3b80c0108e852671675976fa20f8eee6,02:da942b9ec0bcf7117f328682fd90e171,375,254,629,0.68
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:d537dc70fd2b49cb161b3db97a789869,254,289,543,0.88
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:d537dc70fd2b49cb161b3db97a789869,254,289,543,0.88
NCI1,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:d537dc70fd2b49cb161b3db97a789869,513,252,765,0.49
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:e97400e9da6c4d9ed81a9dde7e8bf731,252,633,885,0.40
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,03:bc024b8c72e9fb75cd2d8489a726661d,252,633,885,0.40
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:e97400e9da6c4d9ed81a9dde7e8bf731,252,633,885,0.40
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,03:bc024b8c72e9fb75cd2d8489a726661d,252,633,885,0.40
NCI1,03:33d3c163bb6c0826264e988c50b678d1,01:0bb389b12346dc3a33bc96653224bb46,759,252,1011,0.33
NCI1,03:598b75c84aa93acab28ebafaefe4b788,02:379f9030d2c3f1dc8b65fd57b4cc56b4,315,252,567,0.80
NCI1,01:e4796f4cca7cb4d0f839dae3e9b85f3e,02:08d67943ef5ef0b5f7f87c3b78e6aef9,252,638,890,0.39
NCI1,01:f446e3e32408de037845db27af118a33,02:89ba7f08f7256493d6003652202319e3,251,447,698,0.56
NCI1,01:e4796f4cca7cb4d0f839dae3e9b85f3e,02:2e99422b38768f8e29b9aab1a215b455,333,251,584,0.75
NCI1,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:f2a52df187b02ea74a1bd48ecb5babf4,529,250,779,0.47
NCI1,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,03:f25a7c3ac44b3449ca84eddfa918f847,529,250,779,0.47
NCI1,01:8a8683d8e4e47f0171dd2bb744be466a,02:279a16b20b199cc6757db7021808789b,250,443,693,0.56
NCI1,02:80f034c209ec8766af0f2619e1bfa99f,02:279a16b20b199cc6757db7021808789b,250,443,693,0.56
NCI109,,01:2ebd9ac9059c44341593ffe062223595,1184,1122,2306,0.95
NCI109,,02:a355458c6a7cf7e453160375f1b55649,1392,1092,2484,0.78
NCI109,,01:a7d9b83145654c07790172dcd5a7b61c,1076,1274,2350,0.84
NCI109,,02:0fae1c90150e8e4538e25525c4e45fd7,1195,987,2182,0.83
NCI109,,01:7c82ae96e6e4f158d9a0e7e289c6cab4,985,1261,2246,0.78
NCI109,,01:702ead2a58e99387e754ab32bea96576,978,1467,2445,0.67
NCI109,,01:85c8ff98fe896e8ac9b9f0cfc9de1657,928,1302,2230,0.71
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,,1199,916,2115,0.76
NCI109,,01:d989828e3ba6121ffbb18a77ef8520ea,1368,858,2226,0.63
NCI109,01:dc17532c495527c57f92fd5e26993c9f,,796,1381,2177,0.58
NCI109,03:33d3c163bb6c0826264e988c50b678d1,,760,1392,2152,0.55
NCI109,,01:760d6b5df69317ed0a069e2609bb2771,757,1489,2246,0.51
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,,729,1436,2165,0.51
NCI109,,01:eb07b23e9ae0447795e18c4290d34441,1452,728,2180,0.50
NCI109,,02:08d67943ef5ef0b5f7f87c3b78e6aef9,1537,722,2259,0.47
NCI109,,02:354e6647d4a4f4080ce49df42f15223a,1755,706,2461,0.40
NCI109,,01:89f698e3e1554e30f713baddf67a6259,1651,688,2339,0.42
NCI109,,02:cbd4aaf041f9c40683f7422dd5396386,1657,684,2341,0.41
NCI109,,02:5ecbe997f6ba4ab448e09dd7742ac734,1476,668,2144,0.45
NCI109,,01:a2e52562004ee025ea81ce1a75923c92,1554,665,2219,0.43
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:a7d9b83145654c07790172dcd5a7b61c,668,649,1317,0.97
NCI109,,02:e97400e9da6c4d9ed81a9dde7e8bf731,1776,623,2399,0.35
NCI109,,03:bc024b8c72e9fb75cd2d8489a726661d,1776,623,2399,0.35
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:702ead2a58e99387e754ab32bea96576,602,751,1353,0.80
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:a355458c6a7cf7e453160375f1b55649,588,722,1310,0.81
NCI109,,02:bbecb1f1073f446a1b89a34c3f6effab,1667,582,2249,0.35
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:354e6647d4a4f4080ce49df42f15223a,690,580,1270,0.84
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,,575,1725,2300,0.33
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:7c82ae96e6e4f158d9a0e7e289c6cab4,641,565,1206,0.88
NCI109,00:4,,564,1648,2212,0.34
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,02:a355458c6a7cf7e453160375f1b55649,834,562,1396,0.67
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:08d67943ef5ef0b5f7f87c3b78e6aef9,598,558,1156,0.93
NCI109,,02:89ba7f08f7256493d6003652202319e3,1800,552,2352,0.31
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:89f698e3e1554e30f713baddf67a6259,639,541,1180,0.85
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:a355458c6a7cf7e453160375f1b55649,538,753,1291,0.71
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:cbd4aaf041f9c40683f7422dd5396386,642,538,1180,0.84
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:08d67943ef5ef0b5f7f87c3b78e6aef9,562,531,1093,0.94
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:08d67943ef5ef0b5f7f87c3b78e6aef9,609,526,1135,0.86
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:354e6647d4a4f4080ce49df42f15223a,658,524,1182,0.80
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:354e6647d4a4f4080ce49df42f15223a,520,652,1172,0.80
NCI109,00:4,02:354e6647d4a4f4080ce49df42f15223a,517,611,1128,0.85
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:e97400e9da6c4d9ed81a9dde7e8bf731,515,563,1078,0.91
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,03:bc024b8c72e9fb75cd2d8489a726661d,515,563,1078,0.91
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:a355458c6a7cf7e453160375f1b55649,513,792,1305,0.65
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:eb07b23e9ae0447795e18c4290d34441,538,513,1051,0.95
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:354e6647d4a4f4080ce49df42f15223a,718,511,1229,0.71
NCI109,00:4,02:e97400e9da6c4d9ed81a9dde7e8bf731,500,510,1010,0.98
NCI109,00:4,03:bc024b8c72e9fb75cd2d8489a726661d,500,510,1010,0.98
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:e97400e9da6c4d9ed81a9dde7e8bf731,682,488,1170,0.72
NCI109,03:33d3c163bb6c0826264e988c50b678d1,03:bc024b8c72e9fb75cd2d8489a726661d,682,488,1170,0.72
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:89ba7f08f7256493d6003652202319e3,510,486,996,0.95
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:cbd4aaf041f9c40683f7422dd5396386,486,616,1102,0.79
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:89f698e3e1554e30f713baddf67a6259,589,486,1075,0.83
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:d989828e3ba6121ffbb18a77ef8520ea,486,537,1023,0.91
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:89f698e3e1554e30f713baddf67a6259,484,620,1104,0.78
NCI109,,02:279a16b20b199cc6757db7021808789b,1866,484,2350,0.26
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:cbd4aaf041f9c40683f7422dd5396386,591,483,1074,0.82
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:85c8ff98fe896e8ac9b9f0cfc9de1657,511,482,993,0.94
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:eb07b23e9ae0447795e18c4290d34441,550,479,1029,0.87
NCI109,00:4,02:cbd4aaf041f9c40683f7422dd5396386,477,564,1041,0.85
NCI109,00:4,01:89f698e3e1554e30f713baddf67a6259,477,568,1045,0.84
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:eb07b23e9ae0447795e18c4290d34441,598,471,1069,0.79
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:89f698e3e1554e30f713baddf67a6259,633,469,1102,0.74
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:5ecbe997f6ba4ab448e09dd7742ac734,541,468,1009,0.87
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:cbd4aaf041f9c40683f7422dd5396386,635,467,1102,0.74
NCI109,00:4,02:bbecb1f1073f446a1b89a34c3f6effab,465,524,989,0.89
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:bbecb1f1073f446a1b89a34c3f6effab,492,464,956,0.94
NCI109,00:4,02:a355458c6a7cf7e453160375f1b55649,463,943,1406,0.49
NCI109,00:4,02:08d67943ef5ef0b5f7f87c3b78e6aef9,463,643,1106,0.72
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:08d67943ef5ef0b5f7f87c3b78e6aef9,459,625,1084,0.73
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:a2e52562004ee025ea81ce1a75923c92,596,459,1055,0.77
NCI109,00:4,02:5ecbe997f6ba4ab448e09dd7742ac734,457,599,1056,0.76
NCI109,00:4,01:a2e52562004ee025ea81ce1a75923c92,455,596,1051,0.76
NCI109,00:4,01:eb07b23e9ae0447795e18c4290d34441,455,659,1114,0.69
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,02:354e6647d4a4f4080ce49df42f15223a,1080,454,1534,0.42
NCI109,00:4,02:89ba7f08f7256493d6003652202319e3,507,446,953,0.88
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:2ebd9ac9059c44341593ffe062223595,435,691,1126,0.63
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:a355458c6a7cf7e453160375f1b55649,431,912,1343,0.47
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:5ecbe997f6ba4ab448e09dd7742ac734,552,430,982,0.78
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:279a16b20b199cc6757db7021808789b,526,429,955,0.82
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:e97400e9da6c4d9ed81a9dde7e8bf731,628,429,1057,0.68
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,03:bc024b8c72e9fb75cd2d8489a726661d,628,429,1057,0.68
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:a7d9b83145654c07790172dcd5a7b61c,427,908,1335,0.47
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:a2e52562004ee025ea81ce1a75923c92,425,539,964,0.79
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:d989828e3ba6121ffbb18a77ef8520ea,423,459,882,0.92
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:5ecbe997f6ba4ab448e09dd7742ac734,600,423,1023,0.70
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:2ebd9ac9059c44341593ffe062223595,421,674,1095,0.62
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:7c82ae96e6e4f158d9a0e7e289c6cab4,421,887,1308,0.47
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:2ebd9ac9059c44341593ffe062223595,698,419,1117,0.60
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:e97400e9da6c4d9ed81a9dde7e8bf731,681,415,1096,0.61
NCI109,01:dc17532c495527c57f92fd5e26993c9f,03:bc024b8c72e9fb75cd2d8489a726661d,681,415,1096,0.61
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:a2e52562004ee025ea81ce1a75923c92,560,414,974,0.74
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:702ead2a58e99387e754ab32bea96576,410,979,1389,0.42
NCI109,00:4,02:279a16b20b199cc6757db7021808789b,536,409,945,0.76
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:a7d9b83145654c07790172dcd5a7b61c,404,802,1206,0.50
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:a7d9b83145654c07790172dcd5a7b61c,400,857,1257,0.47
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:bbecb1f1073f446a1b89a34c3f6effab,643,400,1043,0.62
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:5ecbe997f6ba4ab448e09dd7742ac734,399,547,946,0.73
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:0fae1c90150e8e4538e25525c4e45fd7,393,549,942,0.72
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:eb07b23e9ae0447795e18c4290d34441,392,596,988,0.66
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:2ebd9ac9059c44341593ffe062223595,391,694,1085,0.56
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:9951bc9e3bf024ec6542563ceedc0415,392,391,783,1.00
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:354e6647d4a4f4080ce49df42f15223a,389,651,1040,0.60
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:702ead2a58e99387e754ab32bea96576,388,1024,1412,0.38
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:89f698e3e1554e30f713baddf67a6259,985,388,1373,0.39
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:d989828e3ba6121ffbb18a77ef8520ea,387,483,870,0.80
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,02:cbd4aaf041f9c40683f7422dd5396386,988,385,1373,0.39
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:5f89fa2ba56e0816109b7b7a701b667c,398,385,783,0.97
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:bbecb1f1073f446a1b89a34c3f6effab,593,382,975,0.64
NCI109,00:4,01:a7d9b83145654c07790172dcd5a7b61c,375,1102,1477,0.34
NCI109,00:4,01:d989828e3ba6121ffbb18a77ef8520ea,375,695,1070,0.54
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:a2e52562004ee025ea81ce1a75923c92,596,375,971,0.63
